width, heigh, nbAgent, nbObject, steps, score, speed, vision, memorySize, kPlus, kMinus, error
50,50,10,400,8000,2248,1,0,10,0.2,0.25,0.0
50,50,10,400,1000,1580,1,0,10,0.2,0.25,0.0
50,50,10,400,8000,3268,1,0,10,0.2,0.25,0.0
50,50,10,400,1000,1614,1,0,10,0.2,0.25,0.0
50,50,10,400,1000,1544,1,0,10,0.2,0.25,0.0
50,50,10,400,1000,1610,1,0,10,0.2,0.25,0.0
50,50,10,400,1000,1582,1,0,10,0.2,0.25,0.0
50,50,10,400,1000,1698,1,0,10,0.2,0.25,0.0
50,50,10,400,1000,1458,1,0,10,0.2,0.25,0.0
50,50,10,400,1000,1630,1,0,10,0.2,0.25,0.0
50,50,10,400,1000,1408,1,0,10,0.2,0.25,0.0
50,50,10,400,1000,1632,1,0,10,0.2,0.25,0.0
50,50,10,400,1000,1690,1,0,10,0.2,0.25,0.0
50,50,10,400,1000,1578,1,0,10,0.2,0.25,0.0
50,50,10,400,1000,1714,1,0,10,0.2,0.25,0.0
50,50,10,400,1000,1658,1,0,10,0.2,0.25,0.0
50,50,10,400,1000,1420,1,0,10,0.2,0.25,0.0
50,50,10,400,1000,1490,1,0,10,0.2,0.25,0.0
50,50,10,400,1000,1810,1,0,10,0.2,0.25,0.0
50,50,10,400,1000,1394,1,0,10,0.2,0.25,0.0
50,50,10,400,1000,1552,1,0,10,0.2,0.25,0.0
50,50,10,400,1000,1360,1,0,10,0.2,0.25,0.0
50,50,10,400,1000,1588,1,0,10,0.2,0.25,0.0
50,50,10,400,1000,1414,1,0,10,0.2,0.25,0.0
50,50,10,400,1000,1674,1,0,10,0.2,0.25,0.0
50,50,10,400,1000,1444,1,0,10,0.2,0.25,0.0
50,50,10,400,1000,1634,1,0,10,0.2,0.25,0.0
50,50,10,400,1000,1596,1,0,10,0.2,0.25,0.0
50,50,10,400,1000,1862,1,0,10,0.2,0.25,0.0
50,50,10,400,1000,1800,1,0,10,0.2,0.25,0.0
50,50,10,400,1000,1520,1,0,10,0.2,0.25,0.0
50,50,10,400,1000,1656,1,0,10,0.2,0.25,0.0
50,50,10,400,1000,1502,1,0,10,0.2,0.25,0.0
50,50,10,400,1000,1704,1,0,10,0.2,0.25,0.0
50,50,10,400,1000,1792,1,0,10,0.2,0.25,0.0
50,50,10,400,1000,1668,1,0,10,0.2,0.25,0.0
50,50,10,400,1000,1558,1,0,10,0.2,0.25,0.0
50,50,10,400,1000,1514,1,0,10,0.2,0.25,0.0
50,50,10,400,1000,1654,1,0,10,0.2,0.25,0.0
50,50,10,400,1000,1744,1,0,10,0.2,0.25,0.0
50,50,10,400,1000,1598,1,0,10,0.2,0.25,0.0
50,50,10,400,1000,1566,1,0,10,0.2,0.25,0.0
50,50,10,400,1000,1596,1,0,10,0.2,0.25,0.0
50,50,10,400,1000,1656,1,0,10,0.2,0.25,0.0
50,50,10,400,1000,1634,1,0,10,0.2,0.25,0.0
50,50,10,400,1000,1474,1,0,10,0.2,0.25,0.0
50,50,10,400,2000,1800,1,0,10,0.2,0.25,0.0
50,50,10,400,2000,1832,1,0,10,0.2,0.25,0.0
50,50,10,400,2000,2118,1,0,10,0.2,0.25,0.0
50,50,10,400,2000,1838,1,0,10,0.2,0.25,0.0
50,50,10,400,2000,2028,1,0,10,0.2,0.25,0.0
50,50,10,400,2000,1898,1,0,10,0.2,0.25,0.0
50,50,10,400,2000,1912,1,0,10,0.2,0.25,0.0
50,50,10,400,2000,1870,1,0,10,0.2,0.25,0.0
50,50,10,400,2000,1866,1,0,10,0.2,0.25,0.0
50,50,10,400,2000,1788,1,0,10,0.2,0.25,0.0
50,50,10,400,2000,2022,1,0,10,0.2,0.25,0.0
50,50,10,400,2000,1798,1,0,10,0.2,0.25,0.0
50,50,10,400,2000,1800,1,0,10,0.2,0.25,0.0
50,50,10,400,2000,1986,1,0,10,0.2,0.25,0.0
50,50,10,400,2000,1818,1,0,10,0.2,0.25,0.0
50,50,10,400,2000,1852,1,0,10,0.2,0.25,0.0
50,50,10,400,2000,1574,1,0,10,0.2,0.25,0.0
50,50,10,400,2000,1778,1,0,10,0.2,0.25,0.0
50,50,10,400,2000,1598,1,0,10,0.2,0.25,0.0
50,50,10,400,2000,1810,1,0,10,0.2,0.25,0.0
50,50,10,400,2000,1922,1,0,10,0.2,0.25,0.0
50,50,10,400,2000,1846,1,0,10,0.2,0.25,0.0
50,50,10,400,2000,1936,1,0,10,0.2,0.25,0.0
50,50,10,400,2000,1724,1,0,10,0.2,0.25,0.0
50,50,10,400,2000,1916,1,0,10,0.2,0.25,0.0
50,50,10,400,2000,1818,1,0,10,0.2,0.25,0.0
50,50,10,400,2000,2168,1,0,10,0.2,0.25,0.0
50,50,10,400,2000,1952,1,0,10,0.2,0.25,0.0
50,50,10,400,2000,1932,1,0,10,0.2,0.25,0.0
50,50,10,400,2000,1912,1,0,10,0.2,0.25,0.0
50,50,10,400,2000,1892,1,0,10,0.2,0.25,0.0
50,50,10,400,2000,1790,1,0,10,0.2,0.25,0.0
50,50,10,400,2000,2068,1,0,10,0.2,0.25,0.0
50,50,10,400,2000,1922,1,0,10,0.2,0.25,0.0
50,50,10,400,2000,1840,1,0,10,0.2,0.25,0.0
50,50,10,400,2000,1722,1,0,10,0.2,0.25,0.0
50,50,10,400,2000,1888,1,0,10,0.2,0.25,0.0
50,50,10,400,2000,1666,1,0,10,0.2,0.25,0.0
50,50,10,400,2000,1990,1,0,10,0.2,0.25,0.0
50,50,10,400,2000,1878,1,0,10,0.2,0.25,0.0
50,50,10,400,2000,2014,1,0,10,0.2,0.25,0.0
50,50,10,400,2000,1590,1,0,10,0.2,0.25,0.0
50,50,10,400,2000,1956,1,0,10,0.2,0.25,0.0
50,50,10,400,2000,1746,1,0,10,0.2,0.25,0.0
50,50,10,400,2000,1902,1,0,10,0.2,0.25,0.0
50,50,10,400,2000,1880,1,0,10,0.2,0.25,0.0
50,50,10,400,2000,1756,1,0,10,0.2,0.25,0.0
50,50,10,400,2000,1964,1,0,10,0.2,0.25,0.0
50,50,10,400,2000,2056,1,0,10,0.2,0.25,0.0
50,50,10,400,2000,1882,1,0,10,0.2,0.25,0.0
50,50,10,400,4000,2224,1,0,10,0.2,0.25,0.0
50,50,10,400,4000,2282,1,0,10,0.2,0.25,0.0
50,50,10,400,4000,2130,1,0,10,0.2,0.25,0.0
50,50,10,400,4000,2340,1,0,10,0.2,0.25,0.0
50,50,10,400,4000,2568,1,0,10,0.2,0.25,0.0
50,50,10,400,4000,2426,1,0,10,0.2,0.25,0.0
50,50,10,400,4000,2312,1,0,10,0.2,0.25,0.0
50,50,10,400,4000,2386,1,0,10,0.2,0.25,0.0
50,50,10,400,4000,2500,1,0,10,0.2,0.25,0.0
50,50,10,400,4000,2234,1,0,10,0.2,0.25,0.0
50,50,10,400,4000,2534,1,0,10,0.2,0.25,0.0
50,50,10,400,4000,2134,1,0,10,0.2,0.25,0.0
50,50,10,400,4000,2326,1,0,10,0.2,0.25,0.0
50,50,10,400,4000,2446,1,0,10,0.2,0.25,0.0
50,50,10,400,4000,2270,1,0,10,0.2,0.25,0.0
50,50,10,400,4000,2824,1,0,10,0.2,0.25,0.0
50,50,10,400,4000,2478,1,0,10,0.2,0.25,0.0
50,50,10,400,4000,2110,1,0,10,0.2,0.25,0.0
50,50,10,400,4000,2446,1,0,10,0.2,0.25,0.0
50,50,10,400,4000,2082,1,0,10,0.2,0.25,0.0
50,50,10,400,4000,2264,1,0,10,0.2,0.25,0.0
50,50,10,400,4000,2148,1,0,10,0.2,0.25,0.0
50,50,10,400,4000,2064,1,0,10,0.2,0.25,0.0
50,50,10,400,4000,2232,1,0,10,0.2,0.25,0.0
50,50,10,400,4000,2246,1,0,10,0.2,0.25,0.0
50,50,10,400,4000,2056,1,0,10,0.2,0.25,0.0
50,50,10,400,4000,2062,1,0,10,0.2,0.25,0.0
50,50,10,400,4000,2214,1,0,10,0.2,0.25,0.0
50,50,10,400,4000,2256,1,0,10,0.2,0.25,0.0
50,50,10,400,4000,2006,1,0,10,0.2,0.25,0.0
50,50,10,400,4000,2590,1,0,10,0.2,0.25,0.0
50,50,10,400,4000,2104,1,0,10,0.2,0.25,0.0
50,50,10,400,4000,2246,1,0,10,0.2,0.25,0.0
50,50,10,400,4000,2180,1,0,10,0.2,0.25,0.0
50,50,10,400,4000,2200,1,0,10,0.2,0.25,0.0
50,50,10,400,4000,2138,1,0,10,0.2,0.25,0.0
50,50,10,400,4000,2136,1,0,10,0.2,0.25,0.0
50,50,10,400,4000,2304,1,0,10,0.2,0.25,0.0
50,50,10,400,4000,2218,1,0,10,0.2,0.25,0.0
50,50,10,400,4000,2370,1,0,10,0.2,0.25,0.0
50,50,10,400,4000,2350,1,0,10,0.2,0.25,0.0
50,50,10,400,4000,2284,1,0,10,0.2,0.25,0.0
50,50,10,400,4000,2248,1,0,10,0.2,0.25,0.0
50,50,10,400,4000,2192,1,0,10,0.2,0.25,0.0
50,50,10,400,4000,2180,1,0,10,0.2,0.25,0.0
50,50,10,400,4000,2402,1,0,10,0.2,0.25,0.0
50,50,10,400,4000,2084,1,0,10,0.2,0.25,0.0
50,50,10,400,4000,2020,1,0,10,0.2,0.25,0.0
50,50,10,400,4000,2186,1,0,10,0.2,0.25,0.0
50,50,10,400,4000,1952,1,0,10,0.2,0.25,0.0
50,50,10,400,8000,2624,1,0,10,0.2,0.25,0.0
50,50,10,400,8000,2424,1,0,10,0.2,0.25,0.0
50,50,10,400,8000,2652,1,0,10,0.2,0.25,0.0
50,50,10,400,8000,2796,1,0,10,0.2,0.25,0.0
50,50,10,400,8000,2490,1,0,10,0.2,0.25,0.0
50,50,10,400,8000,2810,1,0,10,0.2,0.25,0.0
50,50,10,400,8000,2898,1,0,10,0.2,0.25,0.0
50,50,10,400,8000,2142,1,0,10,0.2,0.25,0.0
50,50,10,400,8000,2504,1,0,10,0.2,0.25,0.0
50,50,10,400,8000,2292,1,0,10,0.2,0.25,0.0
50,50,10,400,8000,2742,1,0,10,0.2,0.25,0.0
50,50,10,400,8000,2464,1,0,10,0.2,0.25,0.0
50,50,10,400,8000,2444,1,0,10,0.2,0.25,0.0
50,50,10,400,8000,2470,1,0,10,0.2,0.25,0.0
50,50,10,400,8000,2606,1,0,10,0.2,0.25,0.0
50,50,10,400,8000,2294,1,0,10,0.2,0.25,0.0
50,50,10,400,8000,2866,1,0,10,0.2,0.25,0.0
50,50,10,400,8000,2818,1,0,10,0.2,0.25,0.0
50,50,10,400,8000,2832,1,0,10,0.2,0.25,0.0
50,50,10,400,8000,2258,1,0,10,0.2,0.25,0.0
50,50,10,400,8000,2338,1,0,10,0.2,0.25,0.0
50,50,10,400,8000,2498,1,0,10,0.2,0.25,0.0
50,50,10,400,8000,2866,1,0,10,0.2,0.25,0.0
50,50,10,400,8000,2824,1,0,10,0.2,0.25,0.0
50,50,10,400,8000,2760,1,0,10,0.2,0.25,0.0
50,50,10,400,8000,2622,1,0,10,0.2,0.25,0.0
50,50,10,400,8000,2470,1,0,10,0.2,0.25,0.0
50,50,10,400,8000,2434,1,0,10,0.2,0.25,0.0
50,50,10,400,8000,2758,1,0,10,0.2,0.25,0.0
50,50,10,400,8000,2704,1,0,10,0.2,0.25,0.0
50,50,10,400,8000,2952,1,0,10,0.2,0.25,0.0
50,50,10,400,8000,2280,1,0,10,0.2,0.25,0.0
50,50,10,400,8000,2856,1,0,10,0.2,0.25,0.0
50,50,10,400,8000,2518,1,0,10,0.2,0.25,0.0
50,50,10,400,8000,3302,1,0,10,0.2,0.25,0.0
50,50,10,400,8000,2390,1,0,10,0.2,0.25,0.0
50,50,10,400,8000,2152,1,0,10,0.2,0.25,0.0
50,50,10,400,8000,2512,1,0,10,0.2,0.25,0.0
50,50,10,400,8000,2694,1,0,10,0.2,0.25,0.0
50,50,10,400,8000,2502,1,0,10,0.2,0.25,0.0
50,50,10,400,8000,2866,1,0,10,0.2,0.25,0.0
50,50,10,400,8000,2938,1,0,10,0.2,0.25,0.0
50,50,10,400,8000,2804,1,0,10,0.2,0.25,0.0
50,50,10,400,8000,2460,1,0,10,0.2,0.25,0.0
50,50,10,400,8000,2804,1,0,15,0.2,0.25,0.0
50,50,10,400,8000,2748,1,0,15,0.2,0.25,0.0
50,50,10,400,1000,1816,1,0,15,0.2,0.25,0.0
50,50,10,400,1000,1686,1,0,15,0.2,0.25,0.0
50,50,10,400,8000,2412,1,0,15,0.2,0.25,0.0
50,50,10,400,1000,1936,1,0,15,0.2,0.25,0.0
50,50,10,400,8000,2358,1,0,15,0.2,0.25,0.0
50,50,10,400,1000,1518,1,0,15,0.2,0.25,0.0
50,50,10,400,1000,1340,1,0,15,0.2,0.25,0.0
50,50,10,400,8000,2930,1,0,15,0.2,0.25,0.0
50,50,10,400,1000,1696,1,0,15,0.2,0.25,0.0
50,50,10,400,1000,1746,1,0,15,0.2,0.25,0.0
50,50,10,400,1000,1710,1,0,15,0.2,0.25,0.0
50,50,10,400,1000,1890,1,0,15,0.2,0.25,0.0
50,50,10,400,1000,1596,1,0,15,0.2,0.25,0.0
50,50,10,400,1000,1476,1,0,15,0.2,0.25,0.0
50,50,10,400,8000,2402,1,0,15,0.2,0.25,0.0
50,50,10,400,1000,1592,1,0,15,0.2,0.25,0.0
50,50,10,400,1000,1526,1,0,15,0.2,0.25,0.0
50,50,10,400,1000,2052,1,0,15,0.2,0.25,0.0
50,50,10,400,1000,1436,1,0,15,0.2,0.25,0.0
50,50,10,400,1000,1444,1,0,15,0.2,0.25,0.0
50,50,10,400,1000,1602,1,0,15,0.2,0.25,0.0
50,50,10,400,1000,1454,1,0,15,0.2,0.25,0.0
50,50,10,400,1000,1524,1,0,15,0.2,0.25,0.0
50,50,10,400,1000,1898,1,0,15,0.2,0.25,0.0
50,50,10,400,1000,1594,1,0,15,0.2,0.25,0.0
50,50,10,400,1000,1622,1,0,15,0.2,0.25,0.0
50,50,10,400,1000,1928,1,0,15,0.2,0.25,0.0
50,50,10,400,1000,1454,1,0,15,0.2,0.25,0.0
50,50,10,400,1000,1746,1,0,15,0.2,0.25,0.0
50,50,10,400,1000,1600,1,0,15,0.2,0.25,0.0
50,50,10,400,1000,1594,1,0,15,0.2,0.25,0.0
50,50,10,400,1000,1500,1,0,15,0.2,0.25,0.0
50,50,10,400,1000,1622,1,0,15,0.2,0.25,0.0
50,50,10,400,1000,1580,1,0,15,0.2,0.25,0.0
50,50,10,400,1000,1808,1,0,15,0.2,0.25,0.0
50,50,10,400,1000,1454,1,0,15,0.2,0.25,0.0
50,50,10,400,1000,1686,1,0,15,0.2,0.25,0.0
50,50,10,400,1000,1574,1,0,15,0.2,0.25,0.0
50,50,10,400,1000,1618,1,0,15,0.2,0.25,0.0
50,50,10,400,1000,1586,1,0,15,0.2,0.25,0.0
50,50,10,400,1000,1622,1,0,15,0.2,0.25,0.0
50,50,10,400,1000,1494,1,0,15,0.2,0.25,0.0
50,50,10,400,1000,1714,1,0,15,0.2,0.25,0.0
50,50,10,400,1000,1650,1,0,15,0.2,0.25,0.0
50,50,10,400,1000,1712,1,0,15,0.2,0.25,0.0
50,50,10,400,1000,1458,1,0,15,0.2,0.25,0.0
50,50,10,400,1000,1516,1,0,15,0.2,0.25,0.0
50,50,10,400,1000,1788,1,0,15,0.2,0.25,0.0
50,50,10,400,1000,1730,1,0,15,0.2,0.25,0.0
50,50,10,400,1000,1874,1,0,15,0.2,0.25,0.0
50,50,10,400,1000,1532,1,0,15,0.2,0.25,0.0
50,50,10,400,1000,1430,1,0,15,0.2,0.25,0.0
50,50,10,400,1000,1394,1,0,15,0.2,0.25,0.0
50,50,10,400,1000,1742,1,0,15,0.2,0.25,0.0
50,50,10,400,2000,1736,1,0,15,0.2,0.25,0.0
50,50,10,400,2000,2010,1,0,15,0.2,0.25,0.0
50,50,10,400,2000,1898,1,0,15,0.2,0.25,0.0
50,50,10,400,2000,1936,1,0,15,0.2,0.25,0.0
50,50,10,400,2000,1946,1,0,15,0.2,0.25,0.0
50,50,10,400,2000,1886,1,0,15,0.2,0.25,0.0
50,50,10,400,2000,1622,1,0,15,0.2,0.25,0.0
50,50,10,400,2000,1642,1,0,15,0.2,0.25,0.0
50,50,10,400,2000,1886,1,0,15,0.2,0.25,0.0
50,50,10,400,2000,1650,1,0,15,0.2,0.25,0.0
50,50,10,400,2000,1836,1,0,15,0.2,0.25,0.0
50,50,10,400,2000,1884,1,0,15,0.2,0.25,0.0
50,50,10,400,2000,1726,1,0,15,0.2,0.25,0.0
50,50,10,400,2000,1666,1,0,15,0.2,0.25,0.0
50,50,10,400,2000,1690,1,0,15,0.2,0.25,0.0
50,50,10,400,2000,1812,1,0,15,0.2,0.25,0.0
50,50,10,400,2000,1812,1,0,15,0.2,0.25,0.0
50,50,10,400,2000,1884,1,0,15,0.2,0.25,0.0
50,50,10,400,2000,2010,1,0,15,0.2,0.25,0.0
50,50,10,400,2000,1922,1,0,15,0.2,0.25,0.0
50,50,10,400,2000,1648,1,0,15,0.2,0.25,0.0
50,50,10,400,2000,1886,1,0,15,0.2,0.25,0.0
50,50,10,400,2000,1848,1,0,15,0.2,0.25,0.0
50,50,10,400,2000,1772,1,0,15,0.2,0.25,0.0
50,50,10,400,2000,2072,1,0,15,0.2,0.25,0.0
50,50,10,400,2000,2048,1,0,15,0.2,0.25,0.0
50,50,10,400,2000,1756,1,0,15,0.2,0.25,0.0
50,50,10,400,2000,1836,1,0,15,0.2,0.25,0.0
50,50,10,400,2000,1972,1,0,15,0.2,0.25,0.0
50,50,10,400,2000,1846,1,0,15,0.2,0.25,0.0
50,50,10,400,2000,1790,1,0,15,0.2,0.25,0.0
50,50,10,400,2000,1834,1,0,15,0.2,0.25,0.0
50,50,10,400,2000,1788,1,0,15,0.2,0.25,0.0
50,50,10,400,2000,2052,1,0,15,0.2,0.25,0.0
50,50,10,400,2000,1958,1,0,15,0.2,0.25,0.0
50,50,10,400,2000,1786,1,0,15,0.2,0.25,0.0
50,50,10,400,2000,1588,1,0,15,0.2,0.25,0.0
50,50,10,400,2000,1738,1,0,15,0.2,0.25,0.0
50,50,10,400,2000,1860,1,0,15,0.2,0.25,0.0
50,50,10,400,2000,1750,1,0,15,0.2,0.25,0.0
50,50,10,400,2000,1552,1,0,15,0.2,0.25,0.0
50,50,10,400,2000,1788,1,0,15,0.2,0.25,0.0
50,50,10,400,2000,1802,1,0,15,0.2,0.25,0.0
50,50,10,400,2000,2254,1,0,15,0.2,0.25,0.0
50,50,10,400,2000,1890,1,0,15,0.2,0.25,0.0
50,50,10,400,2000,1626,1,0,15,0.2,0.25,0.0
50,50,10,400,2000,1666,1,0,15,0.2,0.25,0.0
50,50,10,400,2000,1886,1,0,15,0.2,0.25,0.0
50,50,10,400,2000,1644,1,0,15,0.2,0.25,0.0
50,50,10,400,2000,1622,1,0,15,0.2,0.25,0.0
50,50,10,400,4000,2140,1,0,15,0.2,0.25,0.0
50,50,10,400,4000,2464,1,0,15,0.2,0.25,0.0
50,50,10,400,4000,1916,1,0,15,0.2,0.25,0.0
50,50,10,400,4000,2134,1,0,15,0.2,0.25,0.0
50,50,10,400,4000,2200,1,0,15,0.2,0.25,0.0
50,50,10,400,4000,2234,1,0,15,0.2,0.25,0.0
50,50,10,400,4000,2256,1,0,15,0.2,0.25,0.0
50,50,10,400,4000,2066,1,0,15,0.2,0.25,0.0
50,50,10,400,4000,2400,1,0,15,0.2,0.25,0.0
50,50,10,400,4000,2218,1,0,15,0.2,0.25,0.0
50,50,10,400,4000,1856,1,0,15,0.2,0.25,0.0
50,50,10,400,4000,2678,1,0,15,0.2,0.25,0.0
50,50,10,400,4000,1896,1,0,15,0.2,0.25,0.0
50,50,10,400,4000,2016,1,0,15,0.2,0.25,0.0
50,50,10,400,4000,2090,1,0,15,0.2,0.25,0.0
50,50,10,400,4000,2124,1,0,15,0.2,0.25,0.0
50,50,10,400,4000,1826,1,0,15,0.2,0.25,0.0
50,50,10,400,4000,2126,1,0,15,0.2,0.25,0.0
50,50,10,400,4000,2308,1,0,15,0.2,0.25,0.0
50,50,10,400,4000,2442,1,0,15,0.2,0.25,0.0
50,50,10,400,4000,1828,1,0,15,0.2,0.25,0.0
50,50,10,400,4000,1864,1,0,15,0.2,0.25,0.0
50,50,10,400,4000,2062,1,0,15,0.2,0.25,0.0
50,50,10,400,4000,2124,1,0,15,0.2,0.25,0.0
50,50,10,400,4000,1802,1,0,15,0.2,0.25,0.0
50,50,10,400,4000,1998,1,0,15,0.2,0.25,0.0
50,50,10,400,4000,2180,1,0,15,0.2,0.25,0.0
50,50,10,400,4000,1998,1,0,15,0.2,0.25,0.0
50,50,10,400,4000,2006,1,0,15,0.2,0.25,0.0
50,50,10,400,4000,1946,1,0,15,0.2,0.25,0.0
50,50,10,400,4000,2096,1,0,15,0.2,0.25,0.0
50,50,10,400,4000,2066,1,0,15,0.2,0.25,0.0
50,50,10,400,4000,2002,1,0,15,0.2,0.25,0.0
50,50,10,400,4000,2112,1,0,15,0.2,0.25,0.0
50,50,10,400,4000,2034,1,0,15,0.2,0.25,0.0
50,50,10,400,4000,2286,1,0,15,0.2,0.25,0.0
50,50,10,400,4000,1900,1,0,15,0.2,0.25,0.0
50,50,10,400,4000,2074,1,0,15,0.2,0.25,0.0
50,50,10,400,4000,2162,1,0,15,0.2,0.25,0.0
50,50,10,400,4000,2202,1,0,15,0.2,0.25,0.0
50,50,10,400,4000,2398,1,0,15,0.2,0.25,0.0
50,50,10,400,4000,2114,1,0,15,0.2,0.25,0.0
50,50,10,400,4000,2180,1,0,15,0.2,0.25,0.0
50,50,10,400,4000,2398,1,0,15,0.2,0.25,0.0
50,50,10,400,4000,2390,1,0,15,0.2,0.25,0.0
50,50,10,400,4000,1916,1,0,15,0.2,0.25,0.0
50,50,10,400,4000,2492,1,0,15,0.2,0.25,0.0
50,50,10,400,4000,1880,1,0,15,0.2,0.25,0.0
50,50,10,400,4000,1966,1,0,15,0.2,0.25,0.0
50,50,10,400,4000,2002,1,0,15,0.2,0.25,0.0
50,50,10,400,8000,2628,1,0,15,0.2,0.25,0.0
50,50,10,400,8000,3298,1,0,15,0.2,0.25,0.0
50,50,10,400,8000,2474,1,0,15,0.2,0.25,0.0
50,50,10,400,8000,2482,1,0,15,0.2,0.25,0.0
50,50,10,400,8000,2780,1,0,15,0.2,0.25,0.0
50,50,10,400,8000,2358,1,0,15,0.2,0.25,0.0
50,50,10,400,8000,2886,1,0,15,0.2,0.25,0.0
50,50,10,400,8000,2504,1,0,15,0.2,0.25,0.0
50,50,10,400,8000,2928,1,0,15,0.2,0.25,0.0
50,50,10,400,8000,2360,1,0,15,0.2,0.25,0.0
50,50,10,400,8000,2448,1,0,15,0.2,0.25,0.0
50,50,10,400,8000,2812,1,0,15,0.2,0.25,0.0
50,50,10,400,8000,3036,1,0,15,0.2,0.25,0.0
50,50,10,400,8000,2542,1,0,15,0.2,0.25,0.0
50,50,10,400,8000,2462,1,0,15,0.2,0.25,0.0
50,50,10,400,8000,2718,1,0,15,0.2,0.25,0.0
50,50,10,400,8000,2294,1,0,15,0.2,0.25,0.0
50,50,10,400,8000,2494,1,0,15,0.2,0.25,0.0
50,50,10,400,8000,2198,1,0,15,0.2,0.25,0.0
50,50,10,400,8000,2566,1,0,15,0.2,0.25,0.0
50,50,10,400,8000,2278,1,0,15,0.2,0.25,0.0
50,50,10,400,8000,2506,1,0,15,0.2,0.25,0.0
50,50,10,400,8000,2562,1,0,15,0.2,0.25,0.0
50,50,10,400,8000,2440,1,0,15,0.2,0.25,0.0
50,50,10,400,8000,2740,1,0,15,0.2,0.25,0.0
50,50,10,400,8000,2554,1,0,15,0.2,0.25,0.0
50,50,10,400,8000,2956,1,0,15,0.2,0.25,0.0
50,50,10,400,8000,2766,1,0,15,0.2,0.25,0.0
50,50,10,400,8000,2792,1,0,15,0.2,0.25,0.0
50,50,10,400,8000,2412,1,0,15,0.2,0.25,0.0
50,50,10,400,8000,2588,1,0,15,0.2,0.25,0.0
50,50,10,400,8000,2628,1,0,15,0.2,0.25,0.0
50,50,10,400,8000,2498,1,0,15,0.2,0.25,0.0
50,50,10,400,8000,2226,1,0,15,0.2,0.25,0.0
50,50,10,400,8000,2544,1,0,15,0.2,0.25,0.0
50,50,10,400,8000,2864,1,0,15,0.2,0.25,0.0
50,50,10,400,8000,2818,1,0,15,0.2,0.25,0.0
50,50,10,400,8000,2678,1,0,15,0.2,0.25,0.0
50,50,10,400,8000,2334,1,0,15,0.2,0.25,0.0
50,50,10,400,8000,2526,1,0,15,0.2,0.25,0.0
50,50,10,400,8000,2700,1,0,15,0.2,0.25,0.0
50,50,10,400,8000,2636,1,0,15,0.2,0.25,0.0
50,50,10,400,8000,2590,1,0,15,0.2,0.25,0.0
50,50,10,400,8000,2794,1,0,15,0.2,0.25,0.0
50,50,10,400,8000,2516,1,0,5,0.25,0.25,0.0
50,50,10,400,1000,1766,1,0,5,0.25,0.25,0.0
50,50,10,400,8000,2330,1,0,5,0.25,0.25,0.0
50,50,10,400,1000,1454,1,0,5,0.25,0.25,0.0
50,50,10,400,1000,1732,1,0,5,0.25,0.25,0.0
50,50,10,400,1000,1656,1,0,5,0.25,0.25,0.0
50,50,10,400,1000,1656,1,0,5,0.25,0.25,0.0
50,50,10,400,8000,2182,1,0,5,0.25,0.25,0.0
50,50,10,400,1000,1548,1,0,5,0.25,0.25,0.0
50,50,10,400,8000,2268,1,0,5,0.25,0.25,0.0
50,50,10,400,1000,1722,1,0,5,0.25,0.25,0.0
50,50,10,400,8000,2596,1,0,5,0.25,0.25,0.0
50,50,10,400,8000,3320,1,0,5,0.25,0.25,0.0
50,50,10,400,1000,1760,1,0,5,0.25,0.25,0.0
50,50,10,400,1000,1798,1,0,5,0.25,0.25,0.0
50,50,10,400,1000,1548,1,0,5,0.25,0.25,0.0
50,50,10,400,1000,1604,1,0,5,0.25,0.25,0.0
50,50,10,400,1000,1748,1,0,5,0.25,0.25,0.0
50,50,10,400,1000,1574,1,0,5,0.25,0.25,0.0
50,50,10,400,1000,1554,1,0,5,0.25,0.25,0.0
50,50,10,400,1000,1500,1,0,5,0.25,0.25,0.0
50,50,10,400,1000,1630,1,0,5,0.25,0.25,0.0
50,50,10,400,1000,1806,1,0,5,0.25,0.25,0.0
50,50,10,400,1000,1738,1,0,5,0.25,0.25,0.0
50,50,10,400,1000,1776,1,0,5,0.25,0.25,0.0
50,50,10,400,1000,1840,1,0,5,0.25,0.25,0.0
50,50,10,400,1000,1992,1,0,5,0.25,0.25,0.0
50,50,10,400,1000,1754,1,0,5,0.25,0.25,0.0
50,50,10,400,1000,1588,1,0,5,0.25,0.25,0.0
50,50,10,400,1000,1726,1,0,5,0.25,0.25,0.0
50,50,10,400,1000,1588,1,0,5,0.25,0.25,0.0
50,50,10,400,1000,1520,1,0,5,0.25,0.25,0.0
50,50,10,400,1000,1646,1,0,5,0.25,0.25,0.0
50,50,10,400,1000,1628,1,0,5,0.25,0.25,0.0
50,50,10,400,1000,1566,1,0,5,0.25,0.25,0.0
50,50,10,400,1000,1658,1,0,5,0.25,0.25,0.0
50,50,10,400,1000,1576,1,0,5,0.25,0.25,0.0
50,50,10,400,1000,1664,1,0,5,0.25,0.25,0.0
50,50,10,400,1000,1614,1,0,5,0.25,0.25,0.0
50,50,10,400,1000,1482,1,0,5,0.25,0.25,0.0
50,50,10,400,1000,1904,1,0,5,0.25,0.25,0.0
50,50,10,400,1000,1534,1,0,5,0.25,0.25,0.0
50,50,10,400,1000,1698,1,0,5,0.25,0.25,0.0
50,50,10,400,1000,1478,1,0,5,0.25,0.25,0.0
50,50,10,400,1000,1568,1,0,5,0.25,0.25,0.0
50,50,10,400,1000,1898,1,0,5,0.25,0.25,0.0
